title,location,bedrooms,bathrooms,garage,price,size,listing_type,source,price_per_sqm,total_rooms,size_category,prop_apartment,prop_house,prop_other,property_type
"تاون هاوس كورنر ، هوانا صلالة | Beautiful Corner Townhouse ,Salalah","Salalah, Dhofar•",1.0,2.0,2.0,68000.0,7.060628,For Sale,dubizzle,9630.871361584266,3.0,Tiny,False,True,False,house
Elegant 4-Bedroom Zaha Villa for Sale in Muscat Bay,"Qantab, Muscat•",4.0,4.0,2.0,292075.0,39.205066,For Sale,dubizzle,7449.930067711147,8.0,Tiny,False,True,False,house
"FREEHOLD 1 BEDROOM APARTMENT – MUSCAT HILLS, OPAL RESIDENCE","Muscat Hills, Muscat•",1.0,2.0,2.0,60294.0,7.43224,For Sale,dubizzle,8112.493676199907,3.0,Tiny,True,False,False,apartment
"FREEHOLD 2+1 BEDROOM APARTMENT – OPAL RESIDENCE, MUSCAT HILLS","Muscat Hills, Muscat•",2.0,2.0,2.0,97000.0,11.14836,For Sale,dubizzle,8700.83133303912,4.0,Tiny,True,False,False,apartment
فیلا فاخرة | 5 غرف نوم | حوض سباحة |موج مسقط | تملک حر,"The Wave (Almouj), Muscat•",5.0,6.0,2.0,292075.0,50.16762,For Sale,dubizzle,5821.982386248341,11.0,Tiny,False,False,True,other
1 Bedroom Luxury Apartment for Sale- شقة بغرفة واحدة للبيع,"Yiti, Muscat•",1.0,2.0,2.0,87000.0,7.43224,For Sale,dubizzle,11705.757618160877,3.0,Tiny,True,False,False,apartment
Apartment with 3 Bedrooms in Muscat- شقة بثلاث غرف في مسقط,"Yiti, Muscat•",3.0,4.0,2.0,229000.0,15.246311330000001,For Sale,dubizzle,15020.026486629537,7.0,Tiny,True,False,False,apartment
Luxury Spacious Studio In Zen Residences | Big Terrace | Muscat Bay,"Muscat - Other, Muscat•",3.0,1.0,2.0,68970.0,5.57418,For Sale,dubizzle,12373.120351334186,4.0,Tiny,True,False,False,apartment
Luxurious 1 BHK Apartment in Golf Links Al Mouj | Easy Payment Plan,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,97500.0,7.77783916,For Sale,dubizzle,12535.615354637906,3.0,Tiny,True,False,False,apartment
"Luxury 6+2 BHK Villa in Jinan, Al Mouj | Lake View - Installments","The Wave (Almouj), Muscat•",6.0,8.0,2.0,292075.0,42.270865,For Sale,dubizzle,6909.605469393636,14.0,Tiny,False,True,False,house
فيلل راقية جدا في حي مجد صحار بالقرب من مستشفى صحار بالأقساط 3 سنوات,"Sohar, Al Batinah•",4.0,6.0,2.0,59400.0,29.914766,For Sale,dubizzle,1985.6414721746444,10.0,Tiny,False,False,True,other
ضيف دخلك الشهري بإمتلاكك لمحل تجاري في بازار صلالة,"Salalah, Dhofar•",3.0,3.0,2.0,19000.0,1.85806,For Sale,dubizzle,10225.719298623295,6.0,Tiny,False,False,True,other
"Exclusive Freehold Flats – Luxury ,Comfort in One Place! in Suhar","Sohar, Al Batinah•",2.0,3.0,2.0,47000.0,10.21933,For Sale,dubizzle,4599.127340050669,5.0,Tiny,True,False,False,apartment
luxury ready Flat Al Mouj Muscat with 4 years installments,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,129000.0,12.07739,For Sale,dubizzle,10681.11570463486,4.0,Tiny,True,False,False,apartment
شقق فاخرة بإطلالة بحرية ساحرة على شاطئ الحيل مع ترفر اقساط 10 سنوات,"Al Hail, Muscat•",2.0,3.0,2.0,69000.0,9.476106,For Sale,dubizzle,7281.471946388106,5.0,Tiny,False,False,True,other
امتلك شقتك في مدينة السلطان هيثم الآن وادفع على 5 سنوات,"Sultan Haitham City, Muscat•",1.0,2.0,2.0,54395.0,6.224501,For Sale,dubizzle,8738.853122523396,3.0,Tiny,False,False,True,other
Sea View | Marina View | 2BHK Apartment in Al Mouj Juman2 شقق الموج,"The Wave (Almouj), Muscat•",2.0,3.0,2.0,210000.0,13.93545,For Sale,dubizzle,15069.481071655384,5.0,Tiny,True,False,False,apartment
Fully Furnished 3BHK Apartment in Al Mouj Lagoon – Muscat شقق الموج,"The Wave (Almouj), Muscat•",3.0,4.0,2.0,210000.0,19.974145,For Sale,dubizzle,10513.591445340964,7.0,Tiny,True,False,False,apartment
Office for Sale in Business Tower 2 Muscat Hills with installment,"Muscat Hills, Muscat•",3.0,3.0,2.0,86300.0,6.4103069999999995,For Sale,dubizzle,13462.693752420906,6.0,Tiny,False,False,True,other
"Studio for Sale in Muscat Hills, Furnished, 3 Years Installment","Muscat Hills, Muscat•",3.0,1.0,2.0,48000.0,4.552247,For Sale,dubizzle,10544.243315443999,4.0,Tiny,True,False,False,apartment
Villa for Sale in Rose Village Muscat Hills,"Muscat Hills, Muscat•",5.0,6.0,2.0,256000.0,23.968974,For Sale,dubizzle,10680.473849235266,11.0,Tiny,False,True,False,house
Apartment for Sale 2 bhk in Golf Tower Muscat Hills,"Muscat Hills, Muscat•",2.0,3.0,2.0,80000.0,12.0402288,For Sale,dubizzle,6644.392006902726,5.0,Tiny,True,False,False,apartment
Apartment for sale 2 bhk in Muscat Hills,"Muscat Hills, Muscat•",2.0,2.0,2.0,87500.0,12.913517,For Sale,dubizzle,6775.845805600441,4.0,Tiny,True,False,False,apartment
احجز شقتك الآن في مدينة السلطان هيثم,"Sultan Haitham City, Muscat•",1.0,2.0,2.0,54395.0,6.224501,For Sale,dubizzle,8738.853122523396,3.0,Tiny,False,False,True,other
Apartment in Muscat for sale- شقة في مسقط للبيع,"Yiti, Muscat•",1.0,2.0,2.0,88000.0,7.3393369999999996,For Sale,dubizzle,11990.18385448168,3.0,Tiny,True,False,False,apartment
Apartment for Sale with 2-Bedroom – Smart & Sustainable Living,"Yiti, Muscat•",2.0,3.0,2.0,128000.0,11.14836,For Sale,dubizzle,11481.50938792791,5.0,Tiny,True,False,False,apartment
Apartment for Sale with 1-Bedroom and Offering Unique Views,"Yiti, Muscat•",1.0,2.0,2.0,85034.0,7.896755,For Sale,dubizzle,10768.22061720289,3.0,Tiny,True,False,False,apartment
Apartment with 1 bedroom for sale- شقة بغرفة واحدة للبيع,"Yiti, Muscat•",1.0,2.0,2.0,91000.0,7.43224,For Sale,dubizzle,12243.953370719997,3.0,Tiny,True,False,False,apartment
Villa for Sale 4 Bedrooms- فيلا للبيع 4 غرف,"Yiti, Muscat•",4.0,5.0,2.0,292075.0,26.198646,For Sale,dubizzle,11148.476909837249,9.0,Tiny,False,True,False,house
Three bedroom villa for sale- فيلا ثلاث غرف للبيع,"Yiti, Muscat•",3.0,5.0,2.0,238000.0,23.411556,For Sale,dubizzle,10165.91977056117,8.0,Tiny,False,True,False,house
Villa for Sale in Muscat- فيلا للبيع في مسقط,"Yiti, Muscat•",4.0,6.0,2.0,292075.0,42.642477,For Sale,dubizzle,6849.3910426451075,10.0,Tiny,False,True,False,house
Apartment for Sale with 3 - Bedrooms - Hotel and Courtyard View,"Yiti, Muscat•",3.0,4.0,2.0,229078.0,15.236092,For Sale,dubizzle,15035.22031765101,7.0,Tiny,True,False,False,apartment
Villa for Sale (Garden) - Plaza View,"Yiti, Muscat•",4.0,5.0,2.0,292075.0,47.008918,For Sale,dubizzle,6213.182783743288,9.0,Tiny,False,True,False,house
Apartment for Sale with 2 - Bedroom - Marina View,"Yiti, Muscat•",2.0,3.0,2.0,160000.0,11.14836,For Sale,dubizzle,14351.886734909887,5.0,Tiny,True,False,False,apartment
3 Bedroom apartment with sea view- شقة 3 غرف باطلالة بحرية,"Yiti, Muscat•",3.0,4.0,2.0,236000.0,15.979316,For Sale,dubizzle,14769.09274464564,7.0,Tiny,True,False,False,apartment
Villa for Sale in Yiti - فيلا للبيع في يتي,"Yiti, Muscat•",4.0,5.0,2.0,238000.0,23.783168,For Sale,dubizzle,10007.077274146153,9.0,Tiny,False,True,False,house
3 Bedroom Charming Villa for Sale in Ghadeer Parks,"The Wave (Almouj), Muscat•",3.0,4.0,2.0,292075.0,22.947041,For Sale,dubizzle,12728.220601514593,7.0,Tiny,False,True,False,house
"Sultan Haitham City, Freehold 5-Bedroom Villa for Sale in Sarooj Oasis","Sultan Haitham City, Muscat•",5.0,6.0,2.0,174600.0,26.01284,For Sale,dubizzle,6712.069885487321,11.0,Tiny,False,True,False,house
"Sultan Haitham City, 1-Bedroom Apartment for Sale in Sarooj Oasis","Sultan Haitham City, Muscat•",1.0,2.0,2.0,50000.0,7.618046,For Sale,dubizzle,6563.36283608684,3.0,Tiny,True,False,False,apartment
"Free Hold 2+1 Bedroom Apartment in Muscat Hills, OPAL RESIDENCE","Muscat Hills, Muscat•",3.0,4.0,2.0,97000.0,11.14836,For Sale,dubizzle,8700.83133303912,7.0,Tiny,True,False,False,apartment
FREEHOLD STUDIO APARTMENT IN MUSCAT HILLS – OPAL RESIDENCE,"Muscat Hills, Muscat•",3.0,1.0,2.0,47700.0,4.552247,For Sale,dubizzle,10478.341794722473,4.0,Tiny,True,False,False,apartment
1BHK Apartment in Almouj Lagoon | شقة 1 غرفة في الموج لاجون | FreeHold,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,96000.0,9.940621,For Sale,dubizzle,9657.344344986093,3.0,Tiny,True,False,False,apartment
للبيع أرض سكنية في مرتفعات الأنصب كورنر على شارعين مساحة كبيرة 691 متر,"Ansab, Muscat•",3.0,3.0,2.0,145000.0,64.195973,For Sale,dubizzle,2258.708657628727,6.0,Tiny,False,False,True,other
Ultra-Luxury 6-Bedroom Villa | Golf Beach Residences – Al Mouj Muscat,"The Wave (Almouj), Muscat•",6.0,7.0,2.0,292075.0,101.821688,For Sale,dubizzle,2868.4949713267374,13.0,Small,False,True,False,house
"Penthouse 2BR + Terrace | Great Deal in Al Mouj – Only OMR 200,000","The Wave (Almouj), Muscat•",2.0,2.0,2.0,200000.0,125.00098650000001,For Sale,dubizzle,1599.9873728996529,4.0,Small,False,True,False,house
4 + 1 BR Penthouse Apartment in Madinat Sultan Qaboos for Sale,"Madinat As Sultan Qaboos, Muscat•",3.0,4.0,2.0,135000.0,25.362519,For Sale,dubizzle,5322.815135200096,7.0,Tiny,False,True,False,house
Fullyfurnished Seaview Apartment at St Regis Al Mouj,"The Wave (Almouj), Muscat•",2.0,3.0,2.0,292075.0,17.187055,For Sale,dubizzle,16993.894532832994,5.0,Tiny,True,False,False,apartment
1BR Freehold Apt in BLV Muscat Hills | شقة تمليك غرفة نوم بمسقط,"Muscat Hills, Muscat•",1.0,1.0,2.0,63281.0,9.2903,For Sale,dubizzle,6811.5130835387445,2.0,Tiny,True,False,False,apartment
High-Value Investment – Sea-View 2BR at St. Regis,"The Wave (Almouj), Muscat•",2.0,3.0,2.0,292075.0,17.07928752,For Sale,dubizzle,17101.123197204655,5.0,Tiny,False,False,True,other
5 Bedrooms Villa For Sale In Almouj Muscat,"The Wave (Almouj), Muscat•",5.0,5.0,2.0,292075.0,24.619295,For Sale,dubizzle,11863.662221034356,10.0,Tiny,False,True,False,house
Luxury 5 BHK Villa in MQ for slae,"Madinat As Sultan Qaboos, Muscat•",5.0,6.0,2.0,190000.0,34.37411,For Sale,dubizzle,5527.415837093673,11.0,Tiny,False,True,False,house
Luxurious 3+1 Bedroom Lakefront Villa for Sale in Hawana Salalah,"Salalah, Dhofar•",3.0,3.0,2.0,292075.0,27.127676,For Sale,dubizzle,10766.679755390767,6.0,Tiny,False,True,False,house
SR- HR- 159 Villa for Sale in Al Mouj/فيلا للبيع فيي الموج,"The Wave (Almouj), Muscat•",3.0,3.0,2.0,210000.0,24.061877,For Sale,dubizzle,8727.498690147906,6.0,Tiny,False,True,False,house
"Elegant 5-Bedroom Villa for Sale in Al Mouj, Muscat","The Wave (Almouj), Muscat•",5.0,5.0,2.0,292075.0,67.075966,For Sale,dubizzle,4354.3912584128875,10.0,Tiny,False,True,False,house
"Apartment for Sale, Muscat Hills, 2 Bedroom","Muscat Hills, Muscat•",2.0,3.0,2.0,81000.0,12.263196,For Sale,dubizzle,6605.1296904983,5.0,Tiny,True,False,False,apartment
FREE HOLD!! 3BHK Apartments at Wadi Zaha in Sultan Haitham City,"Sultan Haitham City, Muscat•",3.0,4.0,2.0,110000.0,15.700607,For Sale,dubizzle,7006.098554024058,7.0,Tiny,True,False,False,apartment
Don't miss your chance to buy your apartment in Sultan Haitham City!!,"Sultan Haitham City, Muscat•",1.0,2.0,2.0,54000.0,6.50321,For Sale,dubizzle,8303.59161091215,3.0,Tiny,True,False,False,apartment
Free Hold!! Amazing 4BHK Villa For Sale in Golf Links - Al Mouj FSV71,"The Wave (Almouj), Muscat•",4.0,5.0,2.0,292075.0,29.171542,For Sale,dubizzle,10012.326396732817,9.0,Tiny,False,True,False,house
3 Bedroom Modern Townhouse in NEEM at Al Marsa Village-Al Mouj FSV70,"The Wave (Almouj), Muscat•",3.0,3.0,2.0,200000.0,17.837376,For Sale,dubizzle,11212.41151164835,6.0,Tiny,False,True,False,house
Furnished 1BHK Apartment in For Sale in Hawana Salalah FSA52,"Salalah, Dhofar•",1.0,1.0,2.0,47000.0,6.038695,For Sale,dubizzle,7783.138575470362,2.0,Tiny,True,False,False,apartment
4BHK Amazing Villa for Sale in Al Muna Bousher FSV53,"Bosher, Muscat•",4.0,5.0,2.0,165000.0,32.51605,For Sale,dubizzle,5074.417095557425,9.0,Tiny,False,True,False,house
"Luxury Fully Furnished  4+1BHK Villa, Private Pool in Muscat Bay FSV56","Barr Al Jissah, Muscat•",5.0,5.0,2.0,292075.0,39.205066,For Sale,dubizzle,7449.930067711147,10.0,Tiny,False,True,False,house
Cheapest Off-Plan appartment in Muscat Hills | أرخص وحدة في مسقط هيلز,"Muscat Hills, Muscat•",1.0,2.0,2.0,60557.0,5.57418,For Sale,dubizzle,10863.840062574225,3.0,Tiny,False,False,True,other
5 Bedrooms Villa For Sale in Almouj Muscat,"The Wave (Almouj), Muscat•",5.0,6.0,2.0,292075.0,48.30956,For Sale,dubizzle,6045.904785719431,11.0,Tiny,False,True,False,house
Beautiful 5 Bedrooms Villa For Sale in Almouj Muscat,"The Wave (Almouj), Muscat•",5.0,7.0,2.0,292075.0,48.216657,For Sale,dubizzle,6057.553927888448,12.0,Tiny,False,True,False,house
شقة للبيع في مبنى ذا لينكس – مسقط هيلز-Apartment for Sale – The Links,"Muscat Hills, Muscat•",1.0,1.0,2.0,88000.0,9.754815,For Sale,dubizzle,9021.185947657643,2.0,Tiny,True,False,False,apartment
Luxurious 2BHK Villa | Private Pool | Large Garden | Hawana Salalah,"Salalah, Dhofar•",2.0,3.0,2.0,227200.0,45.894082,For Sale,dubizzle,4950.52935147499,5.0,Tiny,False,True,False,house
Sea View-1BHK Appartment Sustainable City Yiti | شراء شقة | ROI: 9%,"Yiti, Muscat•",1.0,2.0,2.0,105647.0,7.246434,For Sale,dubizzle,14579.170941182932,3.0,Tiny,False,False,True,other
ROI: 9% | Marina View -2BHK FreeHold Appartment Sustainable City Yiti,"Yiti, Muscat•",2.0,3.0,2.0,166570.0,11.241263,For Sale,dubizzle,14817.730000623595,5.0,Tiny,False,False,True,other
امتلك تاون هاوس راقٍ في مدينة السلطان هيثم,"Sultan Haitham City, Muscat•",3.0,3.0,2.0,111700.0,18.023182,For Sale,dubizzle,6197.573769160185,6.0,Tiny,False,False,True,other
Apartment for Sale in Jebel Sifah | شقة للبيع في جبل سيفة,"Al Sifah, Muscat•",2.0,2.0,2.0,117000.0,11.519972,For Sale,dubizzle,10156.27468538986,4.0,Tiny,True,False,False,apartment
Best View 2 Bedrooms in Jebel Sifah | شقة غرفتين في جبل سيفة,"Al Sifah, Muscat•",2.0,2.0,2.0,85000.0,9.754815,For Sale,dubizzle,8713.64551762386,4.0,Tiny,False,False,True,other
"Townhouse for sale, in Sultan Haitham City","Sultan Haitham City, Muscat•",3.0,3.0,2.0,121200.0,19.045115,For Sale,dubizzle,6363.836605869799,6.0,Tiny,False,True,False,house
Furnished Farm for Sale in Jebel Sifah | مزرعة مؤثثة للبيع في جبل سيفة,"Al Sifah, Muscat•",2.0,2.0,2.0,181000.0,13.378032,For Sale,dubizzle,13529.643224055677,4.0,Tiny,False,False,True,other
(OWNER) Residential Apartment in Bousher / Next to Ammar bin Yasser Mo,"Bosher, Muscat•",1.0,2.0,2.0,29000.0,6.224501,For Sale,dubizzle,4659.00800722821,3.0,Tiny,True,False,False,apartment
"""Prime Residential Land for Sale in Barka / Quri""","Barka, Al Batinah•",3.0,3.0,2.0,21900.0,55.7418,For Sale,dubizzle,392.8828993681582,6.0,Tiny,False,False,True,other
"""Bousher – Apartment for Sale – Topaz Bldg (T34), Opposite Oman Avenue","Bosher, Muscat•",1.0,2.0,2.0,35500.0,7.3393369999999996,For Sale,dubizzle,4836.949168569314,3.0,Tiny,True,False,False,apartment
"""Apartment for Sale – Al Waleed Bldg, Azaiba, near Zubair Automotive,","Azaiba, Muscat•",2.0,2.0,2.0,39000.0,9.104494,For Sale,dubizzle,4283.5988468991245,4.0,Tiny,True,False,False,apartment
"""Prime Apartment for Sale – Buna B1, Bousher – Next to Ammar Ibn Yasir","Bosher, Muscat•",1.0,2.0,2.0,29000.0,6.224501,For Sale,dubizzle,4659.00800722821,3.0,Tiny,True,False,False,apartment
(OWNER) Corner Retail Shop in Bousher,"Bosher, Muscat•",3.0,3.0,2.0,42000.0,2.879993,For Sale,dubizzle,14583.368779021339,6.0,Tiny,False,False,True,other
أنا المشتري (ابحث عن اراضي سكنية بسعر مناسب والتخليص فوري والمبلغ كاش),"Al Amarat, Muscat•",3.0,3.0,2.0,100.0,55.7418,For Sale,dubizzle,1.793985841863736,6.0,Tiny,False,False,True,other
٣ أراض سكنية ف بركاء / الشخاخيط,"Barka, Al Batinah•",3.0,3.0,2.0,34000.0,55.7418,For Sale,dubizzle,609.9551862336702,6.0,Tiny,False,False,True,other
ارض فالرميس في مخطط أول خط من الشارع العام,"Barka, Al Batinah•",3.0,3.0,2.0,15000.0,27.8709,For Sale,dubizzle,538.1957525591208,6.0,Tiny,False,False,True,other
Luxurious 6 BHK villas for Sale in Bousher,"Bosher, Muscat•",6.0,8.0,2.0,210000.0,46.4515,For Sale,dubizzle,4520.844321496615,14.0,Tiny,False,True,False,house
Cozy Studio Apartment with Terrace in Jebel Sifah FSA41,"Al Sifah, Muscat•",1.0,1.0,2.0,44000.0,5.57418,For Sale,dubizzle,7893.537704200438,2.0,Tiny,True,False,False,apartment
فیلا إطلالة خلابة على ملعب الجولف | تملُّك حر | إقامة دائمة في عمان |,"The Wave (Almouj), Muscat•",4.0,5.0,2.0,292075.0,29.171542,For Sale,dubizzle,10012.326396732817,9.0,Tiny,False,False,True,other
للبيع شقه راقيه ف العذيبه بتصميم وديكورعصري و قريب من الخدمات,"Azaiba, Muscat•",1.0,2.0,2.0,45000.0,5.388374,For Sale,dubizzle,8351.313401779462,3.0,Tiny,False,False,True,other
3 BR + 2 Bedroom Great Villa in Al Khoudh,"Al Khoud, Muscat•",4.0,4.0,2.0,120000.0,55.370188,For Sale,dubizzle,2167.2312183588756,8.0,Tiny,False,True,False,house
49 SQM Offplan Freehold Studio Apartment in Muscat Hills,"Muscat Hills, Muscat•",3.0,1.0,2.0,47775.0,4.552247,For Sale,dubizzle,10494.817174902855,4.0,Tiny,True,False,False,apartment
3 BR + Maids Room Improved Villa with Private Pool/Garden - Muscat Bay,"Qantab, Muscat•",3.0,4.0,2.0,292075.0,71.442407,For Sale,dubizzle,4088.2581125801094,7.0,Tiny,False,True,False,house
4 BR + Maid’s Room Villa with Private Pool & Garden in Muscat Bay,"Qantab, Muscat•",4.0,5.0,2.0,292075.0,71.442407,For Sale,dubizzle,4088.2581125801094,9.0,Tiny,False,True,False,house
"1 BR Top Notch Apartment – The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",1.0,2.0,2.0,90085.0,6.131598,For Sale,dubizzle,14691.92859675406,3.0,Tiny,True,False,False,apartment
5 + 1 Freehold Future-Ready Villa – Sultan Haitham City,"Al Maabilah, Muscat•",5.0,7.0,2.0,227700.0,41.297241559999996,For Sale,dubizzle,5513.68545207018,12.0,Tiny,False,True,False,house
Great Deal! 1 BR Apartment With Shared Pool and Gym in Bausher,"Bosher, Muscat•",1.0,2.0,2.0,47000.0,6.50321,For Sale,dubizzle,7227.200105793908,3.0,Tiny,True,False,False,apartment
1 BR Appartment FreeHold Uptown شقة بغرفة نوم واحدة في مسقط,"Al Seeb, Muscat•",1.0,2.0,2.0,59016.0,7.710949,For Sale,dubizzle,7653.532658561222,3.0,Tiny,False,False,True,other
Amazing 1 BHK Apartment For Sale in Wadi Zaha With Easy Payment Plan,"Al Seeb, Muscat•",1.0,2.0,2.0,58350.0,6.781919,For Sale,dubizzle,8603.759496390328,3.0,Tiny,True,False,False,apartment
30/70 Payment Plan | Spacious Unit | Sustainable City Yiti,"Yiti, Muscat•",1.0,2.0,2.0,85034.0,7.3328337900000005,For Sale,dubizzle,11596.33539164127,3.0,Tiny,False,False,True,other
Luxzurious 2BHK with Stunning View| High Floor| Payment Plan| Solaris,"Al Sifah, Muscat•",2.0,2.0,2.0,91013.0,7.9246259,For Sale,dubizzle,11484.832362875326,4.0,Tiny,False,False,True,other
Standalone Villa | Flexible Payment Plan | Raya in Jebel Sifah,"Al Sifah, Muscat•",3.0,4.0,2.0,184612.0,17.001249,For Sale,dubizzle,10858.731614365508,7.0,Tiny,False,True,False,house
Serviced 2 BHK Apartment for Sale in La Vie with 3 Years Payment Plan,"Muscat - Other, Muscat•",2.0,3.0,2.0,150131.0,10.590942,For Sale,dubizzle,14175.415180254977,5.0,Tiny,True,False,False,apartment
Luxurious 2BR | Balcony | Payment Plan | Solaris in Jebel Sifah,"Al Sifah, Muscat•",2.0,2.0,2.0,97080.0,8.268367,For Sale,dubizzle,11741.133406390887,4.0,Tiny,False,False,True,other
Fabulous View | High Floor | Scenic Balcony | Solaris,"Al Sifah, Muscat•",2.0,2.0,2.0,93613.0,7.9246259,For Sale,dubizzle,11812.923560215,4.0,Tiny,False,False,True,other
Band New Luxurious Studio with Dazzling View For Sale in Solaris,"Al Sifah, Muscat•",3.0,1.0,2.0,45299.0,3.530314,For Sale,dubizzle,12831.436523776638,4.0,Tiny,True,False,False,apartment
20/80 Payment Plan | Boulevard View | Hay Alwafa Sultan Haitham City,"Sultan Haitham City, Muscat•",1.0,2.0,2.0,58332.0,6.763338399999999,For Sale,dubizzle,8624.734790735889,3.0,Tiny,False,False,True,other
20/80 Payment Plan| Spacious 3BR+Maids| Terrace| Hay Alwafa,"Sultan Haitham City, Muscat•",3.0,4.0,2.0,119890.0,14.38231343,For Sale,dubizzle,8335.93292091118,7.0,Tiny,False,False,True,other
20/80 Payment Plan | Boulevard View | Terrace | Hay Alwafa,"Sultan Haitham City, Muscat•",1.0,2.0,2.0,55561.0,6.27281056,For Sale,dubizzle,8857.433118464844,3.0,Tiny,False,False,True,other
4 BHK Penthouse | High Floor | 5 Years Payment Plan | Uptown Muscat,"Muscat - Other, Muscat•",4.0,6.0,2.0,222240.0,31.4662461,For Sale,dubizzle,7062.806262104459,10.0,Tiny,False,True,False,house
20/80 Payment Plan | Corner 5BR Villa | Hay Alwafa Sultan Haitham City,"Sultan Haitham City, Muscat•",5.0,7.0,2.0,233300.0,38.3596487,For Sale,dubizzle,6081.911798112999,12.0,Tiny,False,True,False,house
Big 3 BHK Apartment with Balcony | 5 Yrs Payment Plan | Uptown Muscat,"Muscat - Other, Muscat•",3.0,4.0,2.0,103996.0,14.7251255,For Sale,dubizzle,7062.486496295057,7.0,Tiny,True,False,False,apartment
Freehold 2BHK Apartment in Telal Al Qurum | Flexible Payment Plan,"Qurum, Muscat•",2.0,2.0,2.0,65940.0,8.268367,For Sale,dubizzle,7974.972567134478,4.0,Tiny,True,False,False,apartment
Spacious 2BR| Balcony| 5 Years Payment Plan| Uptown Muscat,"Muscat - Other, Muscat•",2.0,3.0,2.0,101126.0,9.31724187,For Sale,dubizzle,10853.641175250503,5.0,Tiny,False,False,True,other
Spacious Layout | Balcony| Easy Payment Plan | Uptown Muscat,"Muscat - Other, Muscat•",1.0,2.0,2.0,71129.0,8.918688,For Sale,dubizzle,7975.2761841203555,3.0,Tiny,False,False,True,other
Dazzling Garden 3BHK Townhouse for Sale in Wadi Zaha with Payment Plan,"Al Seeb, Muscat•",3.0,4.0,2.0,176085.0,19.974145,For Sale,dubizzle,8815.646426918398,7.0,Tiny,False,True,False,house
Luxurious 1 BHK Apartment | 5 Years Payment Plan | Uptown Muscat,"Muscat - Other, Muscat•",1.0,1.0,2.0,51580.0,5.295471,For Sale,dubizzle,9740.39891824542,2.0,Tiny,True,False,False,apartment
63 SQM Freehold Ground Floor Shop – Muscat Hills,"Muscat Hills, Muscat•",3.0,3.0,2.0,99540.0,5.852889,For Sale,dubizzle,17006.985780868217,6.0,Tiny,False,False,True,other
53 SQM Freehold Offplan Office Space – Muscat Hills,"Muscat Hills, Muscat•",3.0,3.0,2.0,53800.0,4.923859,For Sale,dubizzle,10926.389240634226,6.0,Tiny,False,False,True,other
1 BR Amazing Apartment in Sultan Haitham City,"Al Maabilah, Muscat•",1.0,2.0,2.0,50730.0,6.967725,For Sale,dubizzle,7280.712140619787,3.0,Tiny,True,False,False,apartment
28.75 SQM Offplan Smart Office in Ghala with Amenities For Sale,"Ghala, Muscat•",3.0,3.0,2.0,21563.0,2.67096125,For Sale,dubizzle,8073.123486909441,6.0,Tiny,False,False,True,other
3 BR Impressive Apartment in Al Khuwair with Swimming Pool,"Al Khuwair, Muscat•",3.0,3.0,2.0,85000.0,16.165122,For Sale,dubizzle,5258.234364083364,6.0,Tiny,True,False,False,apartment
2 BR Complex Apartment in Al Khuwair with Swimming Pool,"Al Khuwair, Muscat•",2.0,3.0,2.0,63750.0,13.00642,For Sale,dubizzle,4901.4256036634215,5.0,Tiny,True,False,False,apartment
2 BR Elegant Offplan Duplex Apartment in Ghubra,"Al Ghubrah, Muscat•",2.0,3.0,2.0,58000.0,9.2903,For Sale,dubizzle,6243.070729685801,5.0,Tiny,True,False,False,apartment
A lovely 4+1 bedroom villa for sale in Bousher,"Bosher, Muscat•",5.0,6.0,2.0,250000.0,47.566336,For Sale,dubizzle,5255.817896085164,11.0,Tiny,False,True,False,house
Villa for Sale in Seeb – Dar Al Zain (Phase 6) – FSV76,"Al Seeb, Muscat•",3.0,3.0,2.0,90000.0,25.919937,For Sale,dubizzle,3472.230661671747,6.0,Tiny,False,True,False,house
للبيع مبني سكني تجاري بالوادي الكبير خط اول شارع البستان,"Al Wadi Al Kabir, Muscat•",3.0,3.0,2.0,240000.0,125.00098650000001,For Sale,dubizzle,1919.9848474795836,6.0,Small,False,False,True,other
3 bedroom villa for sale,"Al Sifah, Muscat•",3.0,3.0,2.0,275000.0,125.00098650000001,For Sale,dubizzle,2199.9826377370227,6.0,Small,False,True,False,house
"1 BR Freehold Luxury Apartment – Mandarin Oriental, Shatti Al Qurum","Qurum, Muscat•",1.0,2.0,2.0,172082.0,6.85902849,For Sale,dubizzle,25088.392656610762,3.0,Tiny,True,False,False,apartment
"1 BR Above the Coast Apartment in The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",1.0,2.0,2.0,95326.0,5.481277,For Sale,dubizzle,17391.202816423982,3.0,Tiny,True,False,False,apartment
2 BR Offplan Apartment in Bousher,"Bosher, Muscat•",2.0,2.0,2.0,60995.0,9.3460418,For Sale,dubizzle,6526.292232076257,4.0,Tiny,True,False,False,apartment
2 BR Off-Plan Smart Apartment in Bosher with Shared Pool and Gym,"Bosher, Muscat•",2.0,3.0,2.0,60486.0,10.67827082,For Sale,dubizzle,5664.400259142332,5.0,Tiny,True,False,False,apartment
"1 Bedroom Elegant Apartment – The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",1.0,2.0,2.0,89255.0,5.388374,For Sale,dubizzle,16564.366170573907,3.0,Tiny,True,False,False,apartment
